Lorenz X,Lorenz Y,Lorenz Z,Rossler X,Rossler Y,Rossler Z,Duffing,Logistic
,,,-1.22,-5.59,0.631,1.01,0.908839431
,,,-1.17,-5.62,0.6,1.02,0.331401279
,,,-1.12,-5.65,0.571,1.02,0.886297885
,,,-1.07,-5.68,0.544,1.03,0.403095777
,,,-1.01,-5.71,0.519,1.04,0.962438286
,,,-0.963,-5.74,0.495,1.04,0.144603327
,,,-0.91,-5.77,0.473,1.05,0.494772818
,,,-0.857,-5.8,0.452,1.05,0.999890706
,,,-0.803,-5.83,0.432,1.06,0.000437127
,,,-0.749,-5.86,0.414,1.06,0.001747744
,,,-0.694,-5.89,0.397,1.06,0.006978757
,,,-0.639,-5.92,0.381,1.07,0.027720218
,,,-0.583,-5.95,0.366,1.07,0.107807229
,,,-0.527,-5.97,0.351,1.07,0.384739322
,,,-0.471,-6,0.338,1.07,0.946859904
,,,-0.414,-6.03,0.326,1.08,0.201264904
,,,-0.357,-6.05,0.314,1.08,0.643029371
,,,-0.299,-6.08,0.303,1.08,0.918170396
,,,-0.241,-6.1,0.293,1.08,0.300534079
,,,-0.183,-6.12,0.283,1.08,0.840853385
,,,-0.125,-6.15,0.274,1.08,0.53527588
,,,-0.0656,-6.17,0.266,1.08,0.995022449
,,,-0.00644,-6.19,0.258,1.08,0.0198111
,,,0.0531,-6.22,0.251,1.07,0.077674481
,,,0.113,-6.24,0.244,1.07,0.286564623
,,,0.173,-6.26,0.237,1.07,0.817781359
,,,0.233,-6.28,0.231,1.07,0.596060032
,,,0.294,-6.3,0.226,1.06,0.963089881
,,,0.355,-6.32,0.22,1.06,0.142191049
,,,0.416,-6.34,0.215,1.06,0.487891017
,,,0.477,-6.36,0.211,1.05,0.99941349
,,,0.539,-6.37,0.206,1.05,0.002344663
,,,0.601,-6.39,0.202,1.04,0.009356664
,,,0.663,-6.41,0.199,1.04,0.037076467
,,,0.725,-6.42,0.195,1.03,0.14280721
,,,0.787,-6.44,0.192,1.03,0.489653243
,,,0.85,-6.45,0.189,1.02,0.999571778
,,,0.912,-6.47,0.186,1.01,0.001712153
,,,0.975,-6.48,0.183,1,0.006836884
,,,1.04,-6.5,0.181,0.997,0.027160566
,,,1.1,-6.51,0.179,0.99,0.105691478
,,,1.17,-6.52,0.177,0.982,0.378083157
,,,1.23,-6.53,0.175,0.973,0.940545134
,,,1.29,-6.54,0.173,0.965,0.22367994
,,,1.36,-6.55,0.172,0.956,0.694588897
,,,1.42,-6.56,0.171,0.947,0.848540645
,,,1.48,-6.57,0.169,0.938,0.514077675
,,,1.55,-6.58,0.168,0.928,0.999207276
,,,1.61,-6.59,0.168,0.918,0.003168381
,,,1.68,-6.6,0.167,0.908,0.01263337
,,,1.74,-6.6,0.166,0.897,0.049895072
,,,1.81,-6.61,0.166,0.887,0.189622215
,,,1.87,-6.61,0.165,0.876,0.614662522
,,,1.93,-6.62,0.165,0.865,0.947410024
,,,2,-6.62,0.165,0.854,0.199297082
,,,2.06,-6.63,0.165,0.843,0.63831102
,,,2.13,-6.63,0.165,0.831,0.923480247
,,,2.19,-6.63,0.165,0.819,0.282657923
,,,2.26,-6.63,0.165,0.807,0.811049687
,,,2.32,-6.63,0.165,0.795,0.61299237
,,,2.39,-6.64,0.166,0.783,0.948930897
,,,2.45,-6.64,0.166,0.771,0.193844198
,,,2.52,-6.63,0.167,0.759,0.625074499
,,,2.58,-6.63,0.168,0.746,0.937425478
,,,2.65,-6.63,0.169,0.733,0.234635803
,,,2.71,-6.63,0.17,0.721,0.718327372
,,,2.77,-6.62,0.171,0.708,0.809332635
,,,2.84,-6.62,0.172,0.695,0.617253284
,,,2.9,-6.61,0.173,0.682,0.945006669
,,,2.97,-6.61,0.174,0.669,0.207876258
,,,3.03,-6.6,0.176,0.656,0.658654877
,,,3.1,-6.6,0.177,0.643,0.89931452
,,,3.16,-6.59,0.179,0.629,0.362191656
,,,3.22,-6.58,0.18,0.616,0.924035441
,,,3.29,-6.57,0.182,0.603,0.280775779
,,,3.35,-6.56,0.184,0.59,0.807762964
,,,3.42,-6.55,0.186,0.576,0.621127831
,,,3.48,-6.54,0.188,0.563,0.941312194
,,,3.54,-6.53,0.19,0.55,0.220974188
,,,3.61,-6.52,0.192,0.536,0.688578385
,,,3.67,-6.5,0.194,0.523,0.85775277
,,,3.73,-6.49,0.197,0.51,0.488051821
,,,3.8,-6.48,0.199,0.497,0.999428964
,,,3.86,-6.46,0.202,0.483,0.002282839
,,,3.92,-6.45,0.205,0.47,0.009110512
,,,3.98,-6.43,0.208,0.457,0.036110042
,,,4.04,-6.41,0.211,0.444,0.139224428
,,,4.11,-6.39,0.214,0.431,0.479363947
,,,4.17,-6.38,0.217,0.418,0.998296613
,,,4.23,-6.36,0.22,0.405,0.006801941
,,,4.29,-6.34,0.224,0.392,0.027022697
,,,4.35,-6.32,0.227,0.38,0.105169883
,,,4.41,-6.3,0.231,0.367,0.376436714
,,,4.47,-6.27,0.235,0.354,0.938928457
,,,4.53,-6.25,0.239,0.342,0.229367237
,,,4.59,-6.23,0.243,0.33,0.70703163
,,,4.65,-6.2,0.248,0.317,0.828551616
,,,4.71,-6.18,0.252,0.305,0.568215341
,,,4.77,-6.15,0.257,0.293,0.981386669
,,,4.83,-6.13,0.261,0.281,0.0730675
,,,4.89,-6.1,0.266,0.269,0.270914562
,,,4.95,-6.07,0.271,0.257,0.790079448
,,,5.01,-6.05,0.277,0.246,0.663415655
,,,5.06,-6.02,0.282,0.234,0.893181295
,,,5.12,-5.99,0.288,0.223,0.381633877
,,,5.18,-5.96,0.294,0.212,0.943957844
,,,5.23,-5.93,0.3,0.201,0.211605732
,,,5.29,-5.9,0.306,0.19,0.667314985
,,,5.35,-5.86,0.313,0.179,0.888022783
,,,5.4,-5.83,0.32,0.169,0.397753279
,,,5.46,-5.8,0.326,0.158,0.958182432
,,,5.51,-5.76,0.334,0.148,0.160275436
,,,5.56,-5.73,0.341,0.138,0.538348883
,,,5.62,-5.69,0.349,0.128,0.994117453
,,,5.67,-5.66,0.357,0.118,0.023391771
,,,5.72,-5.62,0.365,0.109,0.091378385
,,,5.78,-5.58,0.374,0.0991,0.332113503
,,,5.83,-5.55,0.383,0.0898,0.887256496
,,,5.88,-5.51,0.392,0.0807,0.400129624
,,,5.93,-5.47,0.402,0.0718,0.960103632
,,,5.98,-5.43,0.412,0.0631,0.153218591
,,,6.03,-5.39,0.422,0.0545,0.518970616
,,,6.08,-5.35,0.433,0.0462,0.998560463
,,,6.13,-5.31,0.444,0.038,0.005749859
,,,6.18,-5.26,0.455,0.03,0.022867194
,,,6.23,-5.22,0.467,0.0222,0.089377143
,,,6.27,-5.18,0.479,0.0146,0.325555477
,,,6.32,-5.13,0.492,0.00716,0.878276433
,,,6.37,-5.09,0.505,-0.0000629,0.427627761
,,,6.41,-5.04,0.519,-0.00709,0.979049036
,,,6.46,-4.99,0.533,-0.0139,0.082048085
,,,6.5,-4.95,0.548,-0.0206,0.301264787
,,,6.54,-4.9,0.563,-0.027,0.842017261
,,,6.59,-4.85,0.579,-0.0332,0.532096773
,,,6.63,-4.8,0.595,-0.0393,0.995879189
,,,6.67,-4.75,0.612,-0.0451,0.016415321
,,,6.71,-4.7,0.63,-0.0508,0.064583434
,,,6.75,-4.65,0.648,-0.0562,0.241649657
,,,6.79,-4.6,0.667,-0.0614,0.733020401
,,,6.83,-4.55,0.686,-0.0665,0.782805971
,,,6.87,-4.5,0.707,-0.0713,0.68008313
,,,6.91,-4.45,0.728,-0.0759,0.870280265
,,,6.94,-4.39,0.75,-0.0804,0.451570101
,,,6.98,-4.34,0.773,-0.0846,0.99061818
,,,7.01,-4.28,0.796,-0.0886,0.037175207
,,,7.05,-4.23,0.821,-0.0924,0.143172845
,,,7.08,-4.17,0.846,-0.0961,0.490697526
,,,7.12,-4.12,0.872,-0.0995,0.999653856
,,,7.15,-4.06,0.9,-0.103,0.001384097
,,,7.18,-4,0.928,-0.106,0.005528725
,,,7.21,-3.95,0.957,-0.109,0.021992633
,,,7.24,-3.89,0.988,-0.111,0.086035826
,,,7.27,-3.83,1.02,-0.114,0.314534652
,,,7.3,-3.77,1.05,-0.116,0.862410419
,,,7.32,-3.71,1.09,-0.118,0.474634752
,,,7.35,-3.65,1.12,-0.12,0.997426417
,,,7.37,-3.59,1.16,-0.122,0.010267839
,,,7.4,-3.53,1.2,-0.123,0.040649643
,,,7.42,-3.47,1.24,-0.124,0.155988997
,,,7.44,-3.41,1.28,-0.125,0.526625719
,,,7.46,-3.34,1.32,-0.126,0.997164284
,,,7.48,-3.28,1.36,-0.127,0.011310697
,,,7.5,-3.22,1.41,-0.128,0.0447
,,,7.52,-3.15,1.45,-0.128,0.170920775
,,,7.53,-3.09,1.5,-0.128,0.566827456
,,,7.55,-3.02,1.55,-0.129,0.982136365
,,,7.56,-2.96,1.61,-0.128,0.070178103
,,,7.58,-2.9,1.66,-0.128,0.261012548
,,,7.59,-2.83,1.72,-0.128,0.771539991
,,,7.6,-2.76,1.77,-0.127,0.705064132
,,,7.61,-2.7,1.83,-0.126,0.831794806
,,,7.62,-2.63,1.9,-0.126,0.559648826
,,,7.62,-2.56,1.96,-0.125,0.98576807
,,,7.63,-2.5,2.03,-0.123,0.056117527
,,,7.63,-2.43,2.1,-0.122,0.211873402
,,,7.63,-2.36,2.17,-0.121,0.667932253
,,,7.64,-2.29,2.24,-0.119,0.887195033
,,,7.64,-2.23,2.31,-0.117,0.400320025
,,,7.63,-2.16,2.39,-0.115,0.96025561
,,,7.63,-2.09,2.47,-0.113,0.152659093
,,,7.63,-2.02,2.56,-0.111,0.517417178
,,,7.62,-1.95,2.64,-0.109,0.998786568
,,,7.61,-1.88,2.73,-0.107,0.00484784
,,,7.6,-1.81,2.82,-0.104,0.019297353
,,,7.59,-1.74,2.91,-0.102,0.07569986
,,,7.58,-1.67,3.01,-0.0991,0.279877564
,,,7.57,-1.6,3.1,-0.0963,0.806184453
,,,7.55,-1.53,3.2,-0.0935,0.625004324
,,,7.53,-1.46,3.31,-0.0905,0.937495676
,,,7.51,-1.39,3.41,-0.0875,0.234390134
,,,7.49,-1.32,3.52,-0.0844,0.717805595
,,,7.47,-1.25,3.63,-0.0812,0.81024289
,,,7.44,-1.18,3.75,-0.078,0.614997396
,,,7.42,-1.11,3.86,-0.0746,0.947102396
,,,7.39,-1.04,3.98,-0.0712,0.20039779
,,,7.36,-0.972,4.1,-0.0678,0.640954064
,,,7.33,-0.902,4.22,-0.0643,0.920527807
,,,7.29,-0.832,4.35,-0.0607,0.292625453
,,,7.26,-0.762,4.47,-0.0571,0.827983189
,,,7.22,-0.692,4.6,-0.0535,0.569708112
,,,7.18,-0.622,4.73,-0.0498,0.980563116
,,,7.14,-0.553,4.86,-0.0461,0.076236365
,,,7.09,-0.484,4.99,-0.0424,0.281697525
,,,7.05,-0.415,5.13,-0.0386,0.809376118
,,,7,-0.346,5.26,-0.0348,0.61714567
,,,6.95,-0.277,5.4,-0.031,0.945107568
,,,6.9,-0.209,5.53,-0.0272,0.207517013
,,,6.84,-0.141,5.67,-0.0234,0.65781481
,,,6.78,-0.0729,5.81,-0.0196,0.900377944
,,,6.73,-0.00551,5.94,-0.0158,0.358790009
,,,6.67,0.0616,6.08,-0.012,0.920238954
,,,6.6,0.128,6.22,-0.00821,0.293596886
,,,6.54,0.195,6.35,-0.00445,0.829591018
,,,6.47,0.26,6.48,-0.000712,0.565479043
,,,6.4,0.326,6.61,0.003,0.98284998
,,,6.33,0.391,6.74,0.00668,0.067423589
,,,6.26,0.455,6.87,0.0103,0.251510594
,,,6.19,0.519,6.99,0.0139,0.75301206
,,,6.11,0.583,7.11,0.0175,0.74393959
,,,6.03,0.646,7.23,0.021,0.761973905
,,,5.95,0.708,7.34,0.0244,0.725478693
,,,5.87,0.77,7.45,0.0278,0.796637437
,,,5.79,0.831,7.56,0.0311,0.648024925
,,,5.7,0.892,7.65,0.0344,0.912354486
,,,5.62,0.952,7.75,0.0376,0.31985511
,,,5.53,1.01,7.84,0.0407,0.870191275
,,,5.44,1.07,7.92,0.0437,0.451833679
,,,5.35,1.13,7.99,0.0467,0.990720022
,,,5.26,1.18,8.06,0.0495,0.036775439
,,,5.17,1.24,8.12,0.0523,0.141692026
,,,5.07,1.3,8.18,0.0549,0.486461582
,,,4.98,1.35,8.22,0.0575,0.999266845
,,,4.88,1.41,8.26,0.0599,0.00293047
,,,4.78,1.46,8.29,0.0623,0.01168753
,,,4.69,1.51,8.32,0.0645,0.046203725
,,,4.59,1.56,8.33,0.0666,0.176275764
,,,4.49,1.62,8.34,0.0686,0.580810477
,,,4.39,1.67,8.34,0.0705,0.973878667
,,,4.29,1.72,8.33,0.0722,0.101756035
,,,4.19,1.76,8.31,0.0739,0.365606977
,,,4.09,1.81,8.29,0.0753,0.927754062
,,,3.98,1.86,8.25,0.0767,0.26810585
,,,3.88,1.9,8.21,0.0779,0.784900413
,,,3.78,1.95,8.16,0.0789,0.675327018
,,,3.68,1.99,8.1,0.0798,0.877041747
,,,3.58,2.04,8.03,0.0806,0.431358084
,,,3.48,2.08,7.96,0.0812,0.98115315
,,,3.38,2.12,7.88,0.0817,0.073966586
,,,3.28,2.16,7.79,0.0819,0.273982121
,,,3.18,2.2,7.7,0.0821,0.795663674
,,,3.08,2.24,7.6,0.082,0.650331967
,,,2.98,2.28,7.49,0.0818,0.909601199
,,,2.89,2.32,7.38,0.0815,0.328907432
,,,2.79,2.36,7.26,0.0809,0.882909333
,,,2.69,2.39,7.14,0.0802,0.413521771
,,,2.6,2.43,7.01,0.0793,0.970086064
,,,2.51,2.46,6.88,0.0783,0.11607637
,,,2.41,2.49,6.74,0.077,0.410410586
,,,2.32,2.53,6.61,0.0756,0.967894948
,,,2.23,2.56,6.46,0.074,0.124297271
,,,2.14,2.59,6.32,0.0722,0.435389839
,,,2.05,2.62,6.17,0.0703,0.983302108
,,,1.96,2.65,6.03,0.0681,0.065676289
,,,1.88,2.68,5.88,0.0658,0.245451655
,,,1.79,2.71,5.73,0.0632,0.740820561
,,,1.71,2.73,5.58,0.0605,0.76802183
,,,1.63,2.76,5.42,0.0576,0.712657195
,,,1.55,2.79,5.27,0.0545,0.819107669
,,,1.47,2.81,5.12,0.0512,0.593
,,,1.39,2.84,4.97,0.0477,0.965640794
,,,1.31,2.86,4.82,0.044,0.132714605
,,,1.23,2.88,4.67,0.0401,0.460405755
,,,1.16,2.91,4.52,0.036,0.993729183
,,,1.09,2.93,4.38,0.0318,0.024925975
,,,1.01,2.95,4.23,0.0273,0.097218685
,,,0.942,2.97,4.09,0.0227,0.351068848
,,,0.872,2.99,3.95,0.0178,0.911278048
,,,0.803,3.01,3.81,0.0128,0.323401468
,,,0.735,3.03,3.67,0.00752,0.875251834
,,,0.669,3.04,3.54,0.00209,0.436744245
,,,0.604,3.06,3.41,-0.00353,0.983994838
,,,0.539,3.08,3.28,-0.00935,0.062995987
,,,0.476,3.09,3.16,-0.0154,0.236109972
,,,0.414,3.11,3.04,-0.0216,0.721448212
,,,0.353,3.13,2.92,-0.0279,0.803842758
,,,0.293,3.14,2.8,-0.0345,0.630718313
,,,0.235,3.15,2.69,-0.0413,0.931650891
,,,0.177,3.17,2.58,-0.0482,0.254710035
,,,0.12,3.18,2.48,-0.0554,0.759331332
,,,0.0634,3.19,2.37,-0.0627,0.730989042
,,,0.00822,3.2,2.27,-0.0702,0.78657625
,,,-0.0461,3.22,2.18,-0.0778,0.671496212
,,,-0.0996,3.23,2.08,-0.0857,0.882356197
,,,-0.152,3.24,1.99,-0.0937,0.415214953
,,,-0.204,3.25,1.91,-0.102,0.971245983
,,,-0.255,3.26,1.82,-0.11,0.111708893
,,,-0.306,3.27,1.74,-0.119,0.396920064
,,,-0.356,3.27,1.66,-0.128,0.957498107
,,,-0.405,3.28,1.59,-0.136,0.162781927
,,,-0.453,3.29,1.51,-0.145,0.545135886
,,,-0.501,3.3,1.45,-0.155,0.991851007
,,,-0.548,3.3,1.38,-0.164,0.032330347
,,,-0.594,3.31,1.31,-0.174,0.125140383
,,,-0.64,3.32,1.25,-0.183,0.437921069
,,,-0.686,3.32,1.19,-0.193,0.984584825
,,,-0.731,3.33,1.14,-0.203,0.060710188
,,,-0.775,3.33,1.08,-0.213,0.228097846
,,,-0.819,3.33,1.03,-0.223,0.704276875
,,,-0.862,3.34,0.981,-0.234,0.833083834
,,,-0.905,3.34,0.933,-0.244,0.556220638
,,,-0.948,3.34,0.888,-0.255,0.98735696
,,,-0.99,3.35,0.844,-0.266,0.049932776
,,,-1.03,3.35,0.803,-0.276,0.189757975
,,,-1.07,3.35,0.764,-0.287,0.614999544
,,,-1.11,3.35,0.726,-0.298,0.947100419
,,,-1.15,3.35,0.69,-0.31,0.20040486
,,,-1.19,3.35,0.656,-0.321,0.640971009
,,,-1.23,3.35,0.623,-0.332,0.920508698
,,,-1.27,3.35,0.592,-0.344,0.292689739
,,,-1.31,3.35,0.563,-0.355,0.828089823
,,,-1.35,3.35,0.535,-0.367,0.569428273
,,,-1.39,3.35,0.508,-0.379,0.98071886
,,,-1.43,3.34,0.483,-0.391,0.075637511
,,,-1.47,3.34,0.459,-0.403,0.279665913
,,,-1.51,3.34,0.436,-0.415,0.80581156
,,,-1.54,3.34,0.415,-0.427,0.625917159
,,,-1.58,3.33,0.394,-0.439,0.936579476
,,,-1.62,3.33,0.375,-0.451,0.237593443
,,,-1.65,3.32,0.356,-0.463,0.724571195
,,,-1.69,3.32,0.339,-0.475,0.798271113
,,,-1.73,3.31,0.322,-0.488,0.644137372
,,,-1.76,3.31,0.307,-0.5,0.916897673
,,,-1.8,3.3,0.292,-0.512,0.304785323
,,,-1.84,3.3,0.278,-0.524,0.847564919
,,,-1.87,3.29,0.265,-0.537,0.516794509
,,,-1.91,3.28,0.252,-0.549,0.998871778
,,,-1.94,3.28,0.24,-0.561,0.004507797
,,,-1.98,3.27,0.229,-0.574,0.017949906
,,,-2.01,3.26,0.219,-0.586,0.070510828
,,,-2.05,3.25,0.209,-0.598,0.262156205
,,,-2.08,3.24,0.199,-0.61,0.773721317
,,,-2.12,3.23,0.19,-0.623,0.700306562
,,,-2.15,3.22,0.182,-0.635,0.839509125
,,,-2.18,3.21,0.174,-0.647,0.538934216
,,,-2.22,3.2,0.167,-0.659,0.993936507
,,,-2.25,3.19,0.16,-0.671,0.024106907
,,,-2.28,3.18,0.153,-0.683,0.094103056
,,,-2.32,3.17,0.147,-0.695,0.340990685
,,,-2.35,3.16,0.141,-0.706,0.898864151
,,,-2.38,3.14,0.136,-0.718,0.363629557
,,,-2.42,3.13,0.13,-0.729,0.925612409
,,,-2.45,3.12,0.126,-0.741,0.275416311
,,,-2.48,3.11,0.121,-0.752,0.798248666
,,,-2.51,3.09,0.117,-0.763,0.644190933
,,,-2.55,3.08,0.113,-0.774,0.916835899
,,,-2.58,3.06,0.109,-0.785,0.304991332
,,,-2.61,3.05,0.105,-0.796,0.847886477
,,,-2.64,3.03,0.102,-0.806,0.515899996
,,,-2.67,3.02,0.0987,-0.817,0.998988761
,,,-2.7,3,0.0957,-0.827,0.004040867
,,,-2.73,2.98,0.0929,-0.837,0.016098155
,,,-2.76,2.97,0.0902,-0.847,0.063356017
,,,-2.79,2.95,0.0878,-0.856,0.237368127
,,,-2.82,2.93,0.0854,-0.866,0.724097998
,,,-2.86,2.92,0.0832,-0.875,0.79912035
,,,-2.88,2.9,0.0812,-0.884,0.642108066
,,,-2.91,2.88,0.0793,-0.893,0.91922119
,,,-2.94,2.86,0.0774,-0.901,0.297014374
,,,-2.97,2.84,0.0757,-0.91,0.835187343
,,,-3,2.82,0.0741,-0.918,0.550597781
,,,-3.03,2.8,0.0726,-0.926,0.989759458
,,,-3.06,2.78,0.0712,-0.933,0.040542692
,,,-3.09,2.76,0.0698,-0.94,0.155595929
,,,-3.12,2.74,0.0686,-0.947,0.525543344
,,,-3.14,2.72,0.0674,-0.954,0.99739015
,,,-3.17,2.69,0.0663,-0.96,0.010412154
,,,-3.2,2.67,0.0652,-0.966,0.041214963
,,,-3.23,2.65,0.0642,-0.972,0.15806516
,,,-3.25,2.63,0.0633,-0.978,0.53232226
,,,-3.28,2.6,0.0624,-0.983,0.995821086
,,,-3.31,2.58,0.0616,-0.988,0.016645803
,,,-3.33,2.56,0.0608,-0.992,0.06547488
,,,-3.36,2.53,0.0601,-0.996,0.244751681
,,,-3.39,2.51,0.0594,-1,0.739393182
,,,-3.41,2.48,0.0587,-1,0.770763618
,,,-3.44,2.46,0.0581,-1.01,0.706748253
,,,-3.46,2.43,0.0575,-1.01,0.82902064
,,,-3.49,2.4,0.0569,-1.01,0.566981673
,,,-3.51,2.38,0.0564,-1.01,0.982053822
,,,-3.53,2.35,0.0559,-1.02,0.070496452
,,,-3.56,2.32,0.0554,-1.02,0.262106808
,,,-3.58,2.3,0.055,-1.02,0.773627316
,,,-3.61,2.27,0.0545,-1.02,0.700512367
,,,-3.63,2.24,0.0541,-1.02,0.839179162
,,,-3.65,2.21,0.0537,-1.02,0.539829984
,,,-3.67,2.18,0.0534,-1.02,0.99365429
,,,-3.7,2.16,0.053,-1.02,0.02522177
,,,-3.72,2.13,0.0527,-1.02,0.098342528
,,,-3.74,2.1,0.0523,-1.02,0.354685102
,,,-3.76,2.07,0.052,-1.01,0.915534321
,,,-3.78,2.04,0.0517,-1.01,0.309324911
,,,-3.8,2.01,0.0515,-1.01,0.854572042
,,,-3.82,1.97,0.0512,-1.01,0.497114668
,,,-3.84,1.94,0.0509,-1,0.999966699
,,,-3.86,1.91,0.0507,-0.999,0.000133198
,,,-3.88,1.88,0.0505,-0.995,0.00053272
,,,-3.9,1.85,0.0502,-0.991,0.002129747
,,,-3.92,1.82,0.05,-0.986,0.008500843
,,,-3.94,1.78,0.0498,-0.981,0.033714316
,,,-3.96,1.75,0.0496,-0.976,0.130310644
,,,-3.98,1.72,0.0494,-0.97,0.453319119
,,,-3.99,1.68,0.0492,-0.964,0.991283581
,,,-4.01,1.65,0.0491,-0.957,0.034561771
,,,-4.03,1.61,0.0489,-0.951,0.133469019
,,,-4.04,1.58,0.0487,-0.943,0.462620159
,,,-4.06,1.54,0.0486,-0.936,0.99441099
,,,-4.07,1.51,0.0484,-0.928,0.022231092
,,,-4.09,1.47,0.0483,-0.92,0.086947481
,,,-4.11,1.44,0.0481,-0.912,0.317550466
,,,-4.12,1.4,0.048,-0.903,0.866848671
,,,-4.13,1.37,0.0478,-0.895,0.461688211
,,,-4.15,1.33,0.0477,-0.885,0.994128827
,,,-4.16,1.29,0.0476,-0.876,0.023346808
,,,-4.18,1.25,0.0475,-0.866,0.091206938
,,,-4.19,1.22,0.0474,-0.856,0.331552931
,,,-4.2,1.18,0.0472,-0.846,0.88650234
,,,-4.21,1.14,0.0471,-0.835,0.402463764
,,,-4.22,1.1,0.047,-0.825,0.961946731
,,,-4.24,1.07,0.0469,-0.814,0.146420873
,,,-4.25,1.03,0.0468,-0.802,0.499927203
,,,-4.26,0.988,0.0467,-0.791,0.999999979
,,,-4.27,0.949,0.0466,-0.779,8.48E-08
,,,-4.28,0.909,0.0466,-0.767,0.000000339
,,,-4.29,0.87,0.0465,-0.755,0.00000136
,,,-4.3,0.83,0.0464,-0.743,0.00000543
,,,-4.3,0.79,0.0463,-0.73,0.0000217
,,,-4.31,0.75,0.0462,-0.718,0.0000868
,,,-4.32,0.709,0.0462,-0.705,0.000347263
,,,-4.33,0.668,0.0461,-0.692,0.00138857
,,,-4.33,0.627,0.046,-0.679,0.005546566
,,,-4.34,0.586,0.046,-0.665,0.022063207
,,,-4.35,0.545,0.0459,-0.652,0.086305688
,,,-4.35,0.503,0.0458,-0.638,0.315428064
,,,-4.36,0.461,0.0458,-0.625,0.863732802
,,,-4.36,0.419,0.0457,-0.611,0.470793795
,,,-4.37,0.377,0.0457,-0.597,0.99658799
,,,-4.37,0.335,0.0456,-0.583,0.013601472
,,,-4.37,0.292,0.0456,-0.568,0.053665886
,,,-4.38,0.249,0.0455,-0.554,0.203143435
,,,-4.38,0.206,0.0455,-0.539,0.647504719
,,,-4.38,0.163,0.0455,-0.525,0.912969431
,,,-4.38,0.12,0.0454,-0.51,0.317824995
,,,-4.39,0.0764,0.0454,-0.496,0.86724907
,,,-4.39,0.0327,0.0454,-0.481,0.460512482
,,,-4.39,-0.0111,0.0453,-0.466,0.993762944
,,,-4.39,-0.0551,0.0453,-0.451,0.024792621
,,,-4.39,-0.0992,0.0453,-0.436,0.09671179
,,,-4.39,-0.144,0.0453,-0.421,0.349434477
,,,-4.39,-0.188,0.0452,-0.406,0.909320093
,,,-4.38,-0.233,0.0452,-0.391,0.329828244
,,,-4.38,-0.277,0.0452,-0.376,0.884166294
,,,-4.38,-0.322,0.0452,-0.361,0.409665033
,,,-4.38,-0.367,0.0452,-0.346,0.967358375
,,,-4.37,-0.412,0.0452,-0.33,0.126304598
,,,-4.37,-0.458,0.0452,-0.315,0.441406987
,,,-4.36,-0.503,0.0452,-0.3,0.986267435
,,,-4.36,-0.549,0.0452,-0.285,0.054175926
,,,-4.35,-0.594,0.0452,-0.27,0.204963579
,,,-4.35,-0.64,0.0452,-0.255,0.651814042
,,,-4.34,-0.686,0.0452,-0.239,0.907809987
,,,-4.34,-0.732,0.0452,-0.224,0.334764059
,,,-4.33,-0.778,0.0452,-0.209,0.890788335
,,,-4.32,-0.824,0.0452,-0.194,0.389137908
,,,-4.31,-0.87,0.0452,-0.179,0.950838386
,,,-4.3,-0.916,0.0452,-0.164,0.186978999
,,,-4.3,-0.963,0.0452,-0.149,0.608071411
,,,-4.29,-1.01,0.0453,-0.134,0.953282281
,,,-4.28,-1.06,0.0453,-0.119,0.178140696
,,,-4.27,-1.1,0.0453,-0.104,0.585626353
,,,-4.26,-1.15,0.0453,-0.0894,0.970672511
,,,-4.24,-1.2,0.0454,-0.0747,0.113869551
,,,-4.23,-1.24,0.0454,-0.06,0.403613104
,,,-4.22,-1.29,0.0454,-0.0455,0.962838265
,,,-4.21,-1.34,0.0455,-0.031,0.143122961
,,,-4.19,-1.38,0.0455,-0.0165,0.490555117
,,,-4.18,-1.43,0.0456,-0.00217,0.999643177
,,,-4.17,-1.48,0.0456,0.0121,0.001426784
,,,-4.15,-1.52,0.0457,0.0263,0.005698992
,,,-4.14,-1.57,0.0457,0.0403,0.022666056
,,,-4.12,-1.62,0.0458,0.0543,0.088609223
,,,-4.11,-1.67,0.0458,0.0682,0.323030514
,,,-4.09,-1.71,0.0459,0.082,0.874727204
,,,-4.07,-1.76,0.0459,0.0956,0.438318091
,,,-4.05,-1.81,0.046,0.109,0.984781369
,,,-4.04,-1.85,0.0461,0.123,0.059948099
,,,-4.02,-1.9,0.0461,0.136,0.225417297
,,,-4,-1.95,0.0462,0.149,0.698417357
,,,-3.98,-1.99,0.0463,0.162,0.842522211
,,,-3.96,-2.04,0.0464,0.175,0.530714141
,,,-3.94,-2.09,0.0464,0.188,0.996226566
,,,-3.92,-2.14,0.0465,0.201,0.01503678
,,,-3.9,-2.18,0.0466,0.213,0.059242702
,,,-3.88,-2.23,0.0467,0.226,0.222932018
,,,-3.86,-2.28,0.0468,0.238,0.692933334
,,,-3.83,-2.32,0.0469,0.25,0.851106915
,,,-3.81,-2.37,0.047,0.262,0.506895737
,,,-3.79,-2.42,0.0471,0.274,0.999809795
,,,-3.76,-2.46,0.0472,0.285,0.000760674
,,,-3.74,-2.51,0.0473,0.297,0.003040383
,,,-3.71,-2.55,0.0474,0.308,0.012124556
,,,-3.69,-2.6,0.0475,0.319,0.047910203
,,,-3.66,-2.65,0.0476,0.33,0.182459262
,,,-3.64,-2.69,0.0477,0.341,0.596671519
,,,-3.61,-2.74,0.0478,0.352,0.96261847
